ipa,syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,velaric,tense,long,hitone,hireg
lʰᶣ,-,+,+,+,-,+,-,-,+,+,-,+,+,-,-,+,-,-,+,-,0,-,0,0
lʰˠ,-,+,+,+,-,+,-,-,+,+,-,+,+,-,-,+,-,+,-,-,0,-,0,0
l̤ˠ,-,+,+,+,-,+,-,-,+,+,-,+,+,-,-,+,-,+,-,-,0,-,0,0
lʰʷ,-,+,+,+,-,+,-,-,+,+,-,+,+,-,-,+,-,+,+,-,0,-,0,0
lʲʷʰ,-,+,+,+,-,+,-,-,+,+,-,+,+,-,-,+,-,+,+,-,0,-,0,0
l̤ʷ,-,+,+,+,-,+,-,-,+,+,-,+,+,-,-,+,-,+,+,-,0,-,0,0
lʷʰ,-,+,+,+,-,+,-,-,+,+,-,+,+,-,-,+,-,+,+,-,0,-,0,0
lʷˠʰ,-,+,+,+,-,+,-,-,+,+,-,+,+,-,-,+,-,+,+,-,0,-,0,0
lʷʰː,-,+,+,+,-,+,-,-,+,+,-,+,+,-,-,+,-,+,+,-,0,+,0,0
lʷˤʰ,-,+,+,+,-,+,-,-,+,+,-,+,+,-,-,+,+,+,+,-,0,-,0,0
l̃,-,+,+,+,-,+,+,-,+,-,-,+,+,-,-,-,-,-,-,-,0,-,0,0
l̃ː,-,+,+,+,-,+,+,-,+,-,-,+,+,-,-,-,-,-,-,-,0,+,0,0
l̃ˑ,-,+,+,+,-,+,+,-,+,-,-,+,+,-,-,-,-,-,-,-,0,+,0,0
l̃ˤ,-,+,+,+,-,+,+,-,+,-,-,+,+,-,-,-,+,+,-,-,0,-,0,0
l̰̃,-,+,+,+,-,+,+,-,+,-,+,+,+,-,-,-,-,-,-,-,0,-,0,0
χ̩,+,-,+,+,-,-,-,+,-,-,-,-,-,0,-,-,-,+,-,-,0,-,0,0
ʁ̩,+,-,+,+,-,-,-,+,+,-,-,-,-,0,-,-,-,+,-,-,0,-,0,0
ʂ̩,+,-,+,+,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,0,-,0,0
ʐ̩,+,-,+,+,-,-,-,+,+,-,-,-,+,-,-,-,-,-,-,-,0,-,0,0
ʃ̩,+,-,+,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,0,-,0,0
ʒ̩,+,-,+,+,-,-,-,+,+,-,-,-,+,+,-,-,-,-,-,-,0,-,0,0
s̩,+,-,+,+,-,-,-,+,-,-,-,+,+,-,-,-,-,-,-,-,0,-,0,0
z̩,+,-,+,+,-,-,-,+,+,-,-,+,+,-,-,-,-,-,-,-,0,-,0,0
θ̩,+,-,+,+,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,0,-,0,0
ð̩,+,-,+,+,-,-,-,-,+,-,-,+,+,+,-,-,-,-,-,-,0,-,0,0
f̩,+,-,+,+,-,-,-,+,-,-,-,+,-,0,+,-,-,-,-,-,0,-,0,0
ɸ̩,+,-,+,+,-,-,-,-,-,-,-,+,-,0,+,-,-,-,-,-,0,-,0,0
v̩,+,-,+,+,-,-,-,+,+,-,-,+,-,0,+,-,-,-,-,-,0,-,0,0
β̩,+,-,+,+,-,-,-,-,+,-,-,+,-,0,+,-,-,-,-,-,0,-,0,0
ħ̩,+,-,+,+,-,-,-,-,-,-,-,-,-,0,-,-,+,+,-,-,0,-,0,0
ʕ̩,+,-,+,+,-,-,-,-,+,-,-,-,-,0,-,-,+,+,-,-,0,-,0,0
ç̩,+,-,+,+,-,-,-,-,-,-,-,-,-,0,-,+,-,-,-,-,0,-,0,0
ʝ̩,+,-,+,+,-,-,-,-,+,-,-,-,-,0,-,+,-,-,-,-,0,-,0,0
x̩,+,-,+,+,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɣ̩,+,-,+,+,-,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
x̩ʷ,+,-,+,+,-,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ç̩ʷ,+,-,+,+,-,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
χ̩ʷ,+,-,+,+,-,-,-,+,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɣ̩ʷ,+,-,+,+,-,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ʁ̩ʷ,+,-,+,+,-,-,-,+,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ʝ̩ʷ,+,-,+,+,-,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ʂ̩ʷ,+,-,+,+,-,-,-,+,-,-,-,-,+,-,-,+,-,+,+,-,0,-,0,0
ʐ̩ʷ,+,-,+,+,-,-,-,+,+,-,-,-,+,-,-,+,-,+,+,-,0,-,0,0
ɧ̩,+,-,+,+,-,-,-,-,-,-,-,-,+,+,-,+,-,0,-,-,0,-,0,0
ɕ̩,+,-,+,+,-,-,-,+,-,-,-,-,+,+,-,+,-,-,-,-,0,-,0,0
ʑ̩,+,-,+,+,-,-,-,+,+,-,-,-,+,+,-,+,-,-,-,-,0,-,0,0
ʃ̩ʷ,+,-,+,+,-,-,-,+,-,-,-,-,+,+,-,+,-,+,+,-,0,-,0,0
ɧ̩ʷ,+,-,+,+,-,-,-,-,-,-,-,-,+,+,-,+,-,+,+,-,0,-,0,0
ɕ̩ʷ,+,-,+,+,-,-,-,+,-,-,-,-,+,+,-,+,-,+,+,-,0,-,0,0
ʒ̩ʷ,+,-,+,+,-,-,-,+,+,-,-,-,+,+,-,+,-,+,+,-,0,-,0,0
ʑ̩ʷ,+,-,+,+,-,-,-,+,+,-,-,-,+,+,-,+,-,+,+,-,0,-,0,0
s̩ʷ,+,-,+,+,-,-,-,+,-,-,-,+,+,-,-,+,-,+,+,-,0,-,0,0
z̩ʷ,+,-,+,+,-,-,-,+,+,-,-,+,+,-,-,+,-,+,+,-,0,-,0,0
θ̩ʷ,+,-,+,+,-,-,-,-,-,-,-,+,+,+,-,+,-,+,+,-,0,-,0,0
ð̩ʷ,+,-,+,+,-,-,-,-,+,-,-,+,+,+,-,+,-,+,+,-,0,-,0,0
f̩ʷ,+,-,+,+,-,-,-,+,-,-,-,+,-,0,+,+,-,+,+,-,0,-,0,0
ɸ̩ʷ,+,-,+,+,-,-,-,-,-,-,-,+,-,0,+,+,-,+,+,-,0,-,0,0
v̩ʷ,+,-,+,+,-,-,-,+,+,-,-,+,-,0,+,+,-,+,+,-,0,-,0,0
β̩ʷ,+,-,+,+,-,-,-,-,+,-,-,+,-,0,+,+,-,+,+,-,0,-,0,0
ħ̩ʷ,+,-,+,+,-,-,-,-,-,-,-,-,-,0,-,+,+,+,+,-,0,-,0,0
ʕ̩ʷ,+,-,+,+,-,-,-,-,+,-,-,-,-,0,-,+,+,+,+,-,0,-,0,0
h̩,+,-,+,+,-,-,-,-,-,+,-,-,-,0,-,-,-,+,-,-,0,-,0,0
ɦ̩,+,-,+,+,-,-,-,-,+,+,-,-,-,0,-,-,-,+,-,-,0,-,0,0
h̩ʷ,+,-,+,+,-,-,-,-,-,+,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɦ̩ʷ,+,-,+,+,-,-,-,-,+,+,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɮ̩,+,-,+,+,-,+,-,-,+,-,-,-,+,-,-,0,0,0,-,-,0,-,0,0
ɬ̩,+,-,+,+,-,+,-,-,-,-,-,+,+,-,-,0,0,0,-,-,0,-,0,0
ɮ̩ʷ,+,-,+,+,-,+,-,-,+,-,-,-,+,-,-,+,0,+,+,-,0,-,0,0
ɬ̩ʷ,+,-,+,+,-,+,-,-,-,-,-,+,+,-,-,+,0,+,+,-,0,-,0,0
ɱ̍,+,+,+,-,0,-,+,-,+,-,-,+,-,0,+,0,0,0,-,-,0,-,0,0
ɱ̩,+,+,+,-,0,-,+,-,+,-,-,+,-,0,+,0,0,0,-,-,0,-,0,0
ɱ̍ː,+,+,+,-,0,-,+,-,+,-,-,+,-,0,+,0,0,0,-,-,0,+,0,0
ɱ̩ʷ,+,+,+,-,0,-,+,-,+,-,-,+,-,0,+,+,0,+,+,-,0,-,0,0
ɴ̍,+,+,+,-,-,-,+,-,+,-,-,-,-,0,-,-,-,+,-,-,0,-,0,0
ɴ̩,+,+,+,-,-,-,+,-,+,-,-,-,-,0,-,-,-,+,-,-,0,-,0,0
ɴ̍ː,+,+,+,-,-,-,+,-,+,-,-,-,-,0,-,-,-,+,-,-,0,+,0,0
ɳ̍,+,+,+,-,-,-,+,-,+,-,-,-,+,0,-,-,-,-,-,-,0,-,0,0
ɳ̩,+,+,+,-,-,-,+,-,+,-,-,-,+,0,-,-,-,-,-,-,0,-,0,0
ɳ̍ː,+,+,+,-,-,-,+,-,+,-,-,-,+,0,-,-,-,-,-,-,0,+,0,0
n̍,+,+,+,-,-,-,+,-,+,-,-,+,+,-,-,-,-,-,-,-,0,-,0,0
n̩,+,+,+,-,-,-,+,-,+,-,-,+,+,-,-,-,-,-,-,-,0,-,0,0
n̍ː,+,+,+,-,-,-,+,-,+,-,-,+,+,-,-,-,-,-,-,-,0,+,0,0
n̪̍,+,+,+,-,-,-,+,-,+,-,-,+,+,+,-,-,-,-,-,-,0,-,0,0
n̪̩,+,+,+,-,-,-,+,-,+,-,-,+,+,+,-,-,-,-,-,-,0,-,0,0
n̪̍ː,+,+,+,-,-,-,+,-,+,-,-,+,+,+,-,-,-,-,-,-,0,+,0,0
m̍,+,+,+,-,-,-,+,-,+,-,-,+,-,0,+,-,-,-,-,-,0,-,0,0
m̩,+,+,+,-,-,-,+,-,+,-,-,+,-,0,+,-,-,-,-,-,0,-,0,0
m̍ː,+,+,+,-,-,-,+,-,+,-,-,+,-,0,+,-,-,-,-,-,0,+,0,0
ɲ̍,+,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,-,-,0,-,0,0
ɲ̩,+,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,-,-,0,-,0,0
ɲ̍ː,+,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,-,-,0,+,0,0
ŋ̍,+,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ŋ̩,+,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ŋ̍ː,+,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
ŋ̩ʷ,+,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɴ̩ʷ,+,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɲ̩ʷ,+,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɳ̩ʷ,+,+,+,-,-,-,+,-,+,-,-,-,+,0,-,+,-,+,+,-,0,-,0,0
n̩ʷ,+,+,+,-,-,-,+,-,+,-,-,+,+,-,-,+,-,+,+,-,0,-,0,0
n̪̩ʷ,+,+,+,-,-,-,+,-,+,-,-,+,+,+,-,+,-,+,+,-,0,-,0,0
m̩ʷ,+,+,+,-,-,-,+,-,+,-,-,+,-,0,+,+,-,+,+,-,0,-,0,0
ʋ̍,+,+,-,+,0,-,-,-,+,-,-,+,-,0,+,0,0,0,-,-,0,-,0,0
ʋ̩,+,+,-,+,0,-,-,-,+,-,-,+,-,0,+,0,0,0,-,-,0,-,0,0
ʋ̍ː,+,+,-,+,0,-,-,-,+,-,-,+,-,0,+,0,0,0,-,-,0,+,0,0
ɘ̙,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0
ɘ̙ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,-,+,0,0
ɘ̠̊,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0
ɘ̠̊˔,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0
ɘ̝̊,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0
ɘ̥,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0
ɘ̊,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0
ɘ̟,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0
ɘ̠,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0
ɘ̈,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0
ɘ̽,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0
ɘ̞̈,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0
ɘ̆,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0
ɘ̝,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0
ɘ˔,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0
ɘ̞,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0
ɘ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0
ɘ̘,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0
ɘ̥ː,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,+,+,0,0
ɘ̟ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,+,0,0
ɘː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,+,0,0
ɘ̝ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,+,0,0
ɘˑ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,+,0,0
ɘ̞ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,+,0,0
ɘ̘ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,+,0,0
ɘ̝̹,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,+,-,0,0
ɘ̝͗,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,+,-,0,0
ɘ̹,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,+,-,0,0
ɘ͗,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,+,-,0,0
ɤ̙,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,-,-,0,0
ɤ̙ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,-,+,0,0
ɤ̠̊,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,-,-,+,-,-,+,-,0,0
ɤ̠̊˔,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,-,-,+,-,-,+,-,0,0
ɤ̝̊,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,-,-,+,-,-,+,-,0,0
ɤ̥,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,-,-,+,-,-,+,-,0,0
ɤ̊,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,-,-,+,-,-,+,-,0,0
ɤ̟,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,+,-,0,0
ɤ̠,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,+,-,0,0
ɤ̈,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,+,-,0,0
ɤ̽,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,+,-,0,0
ɤ̞̈,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,+,-,0,0
ɤ̆,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,+,-,0,0
ɤ̝,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,+,-,0,0
ɤ˔,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,+,-,0,0
ɤ̞,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,+,-,0,0
ɤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,+,-,0,0
ɤ̘,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,+,-,0,0
ɤ̥ː,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,-,-,+,-,-,+,+,0,0
ɤ̟ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,+,+,0,0
ɤː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,+,+,0,0
ɤ̝ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,+,+,0,0
ɤˑ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,+,+,0,0
ɤ̞ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,+,+,0,0
ɤ̘ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,+,+,0,0
ɤ̝̹,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,+,+,-,+,-,0,0
ɤ̝͗,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,+,+,-,+,-,0,0
ɤ̹,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,+,+,-,+,-,0,0
ɤ͗,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,-,+,+,-,+,-,0,0
ɞ̠̊,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,-,-,-,+,-,-,-,0,0
ɞ̠̊˔,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,-,-,-,+,-,-,-,0,0
ɞ̝̊,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,-,-,-,+,-,-,-,0,0
ɞ̥,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,-,-,-,+,-,-,-,0,0
ɞ̊,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,-,-,-,+,-,-,-,0,0
ɞ̟,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,-,-,0,0
ɞ̠,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,-,-,0,0
ɞ̈,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,-,-,0,0
ɞ̽,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,-,-,0,0
ɞ̝͗,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,-,-,0,0
ɞ̞̈,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,-,-,0,0
ɞ̆,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,-,-,0,0
ɞ̝,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,-,-,0,0
ɞ˔,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,-,-,0,0
ɞ̞,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,-,-,0,0
ɞ͗,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,-,-,0,0
ɞ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,-,-,0,0
ɞ̙,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,-,-,0,0
ɵ̙,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,-,-,0,0
ɞ̥ː,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,-,-,-,+,-,-,+,0,0
ɞ̟ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,-,+,0,0
ɞː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,-,+,0,0
ɞ̝ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,-,+,0,0
ɞˑ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,-,+,0,0
ɞ̞ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,-,+,0,0
ɞ̙ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,-,+,0,0
ɵ̙ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,-,+,0,0
ɵ̠̊,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,-,-,-,+,-,+,-,0,0
ɵ̠̊˔,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,-,-,-,+,-,+,-,0,0
ɵ̝̊,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,-,-,-,+,-,+,-,0,0
ɵ̥,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,-,-,-,+,-,+,-,0,0
ɵ̊,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,-,-,-,+,-,+,-,0,0
ɵ̟,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,+,-,0,0
ɵ̠,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,+,-,0,0
ɵ̈,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,+,-,0,0
ɵ̽,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,+,-,0,0
ɵ̝͗,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,+,-,0,0
ɵ̞̈,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,+,-,0,0
ɵ̆,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,+,-,0,0
ɵ̝,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,+,-,0,0
ɵ˔,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,+,-,0,0
ɵ̞,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,+,-,0,0
ɵ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,+,-,0,0
ɵ͗,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,+,-,0,0
ɞ̘,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,+,-,0,0
ɵ̘,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,+,-,0,0
ɵ̥ː,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,-,-,-,+,-,+,+,0,0
ɵ̟ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,+,+,0,0
ɵː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,+,+,0,0
ɵ̝ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,+,+,0,0
ɵˑ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,+,+,0,0
ɵ̞ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,+,+,0,0
ɞ̘ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,+,+,0,0
ɵ̘ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,-,-,+,-,+,+,0,0
ɑ̙,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,-,-,0,0
ɑ̙ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,-,+,0,0
ɑ̥ˤ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɘ̥ˤ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɤ̥ˤ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̠̊,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̠̊˔,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̝̊,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̥,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̊,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̟,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̠,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̈,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̽,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̞̈,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̆,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɘˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɤˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̝,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ˔,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̞,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̘,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̥ː,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,-,+,+,-,-,+,+,0,0
ɑ̟ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,+,0,0
ɑː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,+,0,0
ɑ̝ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,+,0,0
ɑˑ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,+,0,0
ɑ̞ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,+,0,0
ɑˤː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,+,0,0
ɘˤː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,+,0,0
ɤˤː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,+,0,0
